feature,importance
customer_city_cicero dantas,0.0
customer_city_claudio,0.0
customer_city_clementina,0.0
customer_city_cocal do sul,0.0
customer_city_capanema,0.0
customer_city_colatina,0.0
customer_city_colinas,0.0
customer_city_colmeia,0.0
customer_city_colombo,0.0
customer_city_colonia leopoldina,0.0
customer_city_coluna,0.0
customer_city_comendador levy gasparian,0.0
customer_city_conceicao de macabu,0.0
customer_city_conceicao do castelo,0.0
customer_city_conceicao do coite,0.0
customer_city_conceicao do mato dentro,0.0
customer_city_condado,0.0
customer_city_congonhas,0.0
customer_city_codo,0.0
customer_city_capao bonito,0.0
customer_city_capao da canoa,0.0
customer_city_capelinha,0.0
customer_city_capetinga,0.0
customer_city_capinopolis,0.0
customer_city_capinzal,0.0
customer_city_capitolio,0.0
customer_city_capivari,0.0
customer_city_caraguatatuba,0.0
customer_city_caratinga,0.0
customer_city_cariacica,0.0
customer_city_carlos barbosa,0.0
customer_city_carmo,0.0
customer_city_caxias do sul,0.0
customer_city_carneirinho,0.0
customer_city_carpina,0.0
customer_city_caruaru,0.0
customer_city_casa branca,0.0
customer_city_cascavel,0.0
customer_city_casimiro de abreu,0.0
customer_city_castanhal,0.0
customer_city_castelo,0.0
customer_city_castilho,0.0
customer_city_cataguases,0.0
customer_city_catalao,0.0
customer_city_catanduva,0.0
customer_city_caxambu,0.0
customer_city_carmo do paranaiba,0.0
customer_city_alta floresta,0.0
customer_city_altamira,0.0
customer_city_altaneira,0.0
customer_city_alto alegre do iguacu,0.0
customer_city_alto boa vista,0.0
customer_city_alto do rodrigues,0.0
customer_city_alvares florence,0.0
customer_city_alvinopolis,0.0
customer_city_alvorada,0.0
customer_city_americana,0.0
customer_city_amparo,0.0
customer_city_ampere,0.0
customer_city_boa viagem,0.0
customer_city_anchieta,0.0
customer_city_andradina,0.0
customer_city_angra dos reis,0.0
customer_city_aparecida,0.0
customer_city_aparecida do taboado,0.0
customer_city_aperibe,0.0
customer_city_apiaca,0.0
customer_city_apuiares,0.0
customer_city_aracaju,0.0
customer_city_aracati,0.0
customer_city_aracatuba,0.0
customer_city_aracoiaba da serra,0.0
customer_city_aracruz,0.0
customer_city_anapolis,0.0
customer_state_AC,0.0
customer_city_xapuri,0.0
pct_orders_with_review,0.0
customer_city_viana,0.0
customer_state_AM,0.0
customer_state_CE,0.0
customer_state_ES,0.0
customer_state_GO,0.0
customer_state_MA,0.0
customer_state_MS,0.0
customer_state_MT,0.0
customer_state_PB,0.0
customer_state_PI,0.0
customer_city_almirante tamandare,0.0
customer_state_SE,0.0
customer_city_acailandia,0.0
customer_city_acopiara,0.0
customer_city_afogados da ingazeira,0.0
customer_city_agua boa,0.0
customer_city_aguas de lindoia,0.0
customer_city_ajuricaba,0.0
customer_city_alagoinhas,0.0
customer_city_alcinopolis,0.0
customer_city_alegre,0.0
customer_city_alfenas,0.0
customer_city_alfredo wagner,0.0
